source_year,rank,list_title,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,published_date,language,publisher,isbn,edition_count,book_url,image_url,source
1904,,,Kwaidan,Lafcadio Hearn,4.125,8.0,,,"Fiction, Japanese Legends, Social life and customs, Paranormal fiction, American Ghost stories, Japanese literature, Japanese Ghost stories, Fiction, short stories (single author), Japan, fiction, Fiction, ghost",,1904,"eng, jpn, ger, fre","Jonathan Cape, North Books, Kegan Paul, Trench, Trubner, Rütten & Loening, Books on Tape, Inc.",0844622281,42,https://openlibrary.org/works/OL859613W,https://covers.openlibrary.org/b/id/578965-M.jpg,Open Library API
1904,,,Freckles,Gene Stratton-Porter,4.3333335,3.0,,,"Classic Literature, Swamps, Orphans, Fiction, People with disabilities, Open Library Staff Picks, Lumber camps, Juvenile literature, Juvenile fiction, Children's fiction",,1904,eng,"Signet Classics, Books in Motion, Kessinger Publishing, LLC, Amereon Limited, John Murray",1582872953,55,https://openlibrary.org/works/OL42386W,https://covers.openlibrary.org/b/id/6022196-M.jpg,Open Library API
1904,,,In Search of the Unknown,Robert W. Chambers,3.0,1.0,,,"Fiction, science fiction, general",,1904,"eng, spa","Tutis Digital Publishing Pvt. Ltd., Dover Publications, Incorporated, Kessinger Publishing, Wildside Press, LLC, Echo Library",9781698942513,242,https://openlibrary.org/works/OL8127245W,https://covers.openlibrary.org/b/id/2843149-M.jpg,Open Library API
1904,,,The Golden Bowl,Henry James,4.0,1.0,,,"Fiction, Americans, Art, Fathers and daughters, Adultery, Collectors and collecting, American fiction (fictional works by one author), Fathers and daughters, fiction, Marriage, fiction, Art--collectors and collecting",,1904,eng,"Wordsworth Editions Ltd, Oxford University Press, Dent, Everyman's Library, IndyPublish, New American Library",9781556852060,78,https://openlibrary.org/works/OL276338W,https://covers.openlibrary.org/b/id/8246120-M.jpg,Open Library API
1904,,,Ghost Stories of an Antiquary,Montague Rhodes James,4.0,3.0,,,"English Ghost stories, Fiction, science fiction, general, English Short stories, Ghost Stories, Ghosts, Adaptations, Comic books, strips, Comics & graphic novels, horror, Paranormal fiction, Fiction, mystery & detective, general",,1904,"eng, ger","Isis Audio Books, Ayer Co Pub, Wildside Press, Penguin Books, Hard Press",9781792038198,179,https://openlibrary.org/works/OL253728W,https://covers.openlibrary.org/b/id/309008-M.jpg,Open Library API
1904,,,The Tale of Two Bad Mice,Beatrix Potter,3.7777777,9.0,,,"Fiction, Mice, Dollhouses, Juvenile fiction, Children's fiction, Mice, fiction, Casas de muñecas, Ficción juvenil, Ratones, Toy and movable books",,1904,"spa, ita, fre, pol, und, eng","Frederick Warne Publishers Ltd, Simon & Schuster, Warne, Independently Published, Caedmon Audio Cassette",0723234647,67,https://openlibrary.org/works/OL108768W,https://covers.openlibrary.org/b/id/6604329-M.jpg,Open Library API
1904,,,Hadrian the Seventh,Frederick William Rolfe,,,,,"Fiction, Popes, Authors, Eccentrics and eccentricities, Fiction, humorous, English literature, Hadrian, emperor of rome, 76-138, Fiction, humorous, general, Authors, fiction, Fiction (fictional works by one author)",,1904,"eng, ita, fre","Liese. Outside The Box, Andreas, Ballantine, Independently Published, Barnes & Noble, Incorporated, Chatto and Windus",0345215699,56,https://openlibrary.org/works/OL3956110W,https://covers.openlibrary.org/b/id/717577-M.jpg,Open Library API
1905,,,A Little Princess,Frances Hodgson Burnett,4.2,20.0,,,"Children's fiction, Orphans, fiction, London (england), fiction, Boarding schools, fiction, England, fiction, Crewe, sara (fictitious character), fiction, Schools, fiction, Fiction, Orphans, Schools",,1905,"und, ara, spa, eng","Scholastic Inc., Dar Al-Bihar, Scribner's, Purnell, NTC/Contemporary Publishing Company",9798888160879,305,https://openlibrary.org/works/OL69630W,https://covers.openlibrary.org/b/id/2328315-M.jpg,Open Library API
1905,,,White Fang,Jack London,4.0,66.0,,,"Gold discoveries, Wolfdogs, Classic Literature, American Adventure stories, Open Library Staff Picks, Juvenile fiction, Fiction, Gold mines and mining, Historical Fiction, Wolves",,1905,"dut, jpn, vie, cat, ita, spa, fre, kor, per, pol, fin, ger, eng, rus, dan, und, por, chi","Ediciones SM, Franklin Classics, Arco Publications., Project Gutenberg, Grupo Anaya Comercial",2350241955,387,https://openlibrary.org/works/OL74504W,https://covers.openlibrary.org/b/id/8236920-M.jpg,Open Library API
1905,,,A Room with a View,E. M. Forster,3.75,20.0,,,"British, Fiction, Young women, British in fiction, England in fiction, Travel, Young women in fiction, love, romance, Movie novels",,1905,"fre, eng, chi, spa, ita","ReadaClassic.com, Penguin Books, Limited, Vintage, Penguin Books, Seltzer Books",9798457203570,692,https://openlibrary.org/works/OL88813W,https://covers.openlibrary.org/b/id/1748132-M.jpg,Open Library API
1905,,,A little princess,Bob Blaisdell,4.375,32.0,,,"Children's fiction, Orphans, fiction, England, fiction, Boarding schools, fiction, London (england), fiction, Crewe, sara (fictitious character), fiction, Schools, fiction, Boarding schools, Fiction, Schools",,1905,"eng, rus","Frederick Warne and Co., Thorndike Press, HarperFestival, D.R. Godine, Audiofy/Naxos",9780448074863,47,https://openlibrary.org/works/OL15040856W,https://covers.openlibrary.org/b/id/436507-M.jpg,Open Library API
1905,,,The Story of the Amulet,Edith Nesbit,3.6666667,9.0,,,"Roman pour la jeunesse, Litterature fantastique, Classic Literature, Fiction, Juvenile Literature, Children's fiction, Fantasy fiction, Child and youth fiction, Wishes, Juvenile fiction",,1905,"eng, chi, heb, fre, ger","Watermill Pr, Independently Published, Mybook, Alma Classics, Gallimard",9798519608145,578,https://openlibrary.org/works/OL407476W,https://covers.openlibrary.org/b/id/13241470-M.jpg,Open Library API
1905,,,Five Children and It,Edith Nesbit,4.0,7.0,,,"Fiction, Fairies, Wishes, Brothers and sisters, History, Juvenile fiction, Fantasy, Fairy tales, Stories, England",,1905,"chi, und, fre, ita, pol, eng, spa, ger, heb","Blurb, Prakash Book Depot, Harmony Raine Company, BBC Worldwide, Ft. Raphael Publishing Company",9798482299142,950,https://openlibrary.org/works/OL99499W,https://covers.openlibrary.org/b/id/28174-M.jpg,Open Library API
1905,,,To Sleep in a Sea of Stars,Christopher Paolini,3.65,20.0,,,"nyt:combined-print-and-e-book-fiction=2020-10-04, New York Times bestseller, Fiction, science fiction, action & adventure, Human-alien encounters, Fiction, Space colonies, FICTION / Science Fiction / Space Opera, FICTION / Science Fiction / Alien Contact, FICTION / Science Fiction / Action & Adventure",,1905,"dut, eng","Rocco, Boekerij, Tor, PAN MACMILLAN, Pan Macmillan",9022590402,15,https://openlibrary.org/works/OL20861787W,https://covers.openlibrary.org/b/id/10419780-M.jpg,Open Library API
1905,,,The House of Mirth,Edith Wharton,4.125,16.0,,,"Fiction, Single women, Social classes, Drama, Social life and customs, Classic Literature, Social status, Social values, open_syllabus_project, Roman",,1905,"eng, spa, fin, fre","Classic Books Library, Little, Brown Book Group Limited, Bantam Classics, New American Library, Transaction Publishers",9781522857228,694,https://openlibrary.org/works/OL98587W,https://covers.openlibrary.org/b/id/9329539-M.jpg,Open Library API
1905,,,Endless Night,Agatha Christie,4.0,8.0,,,"Fiction, Mystery, Detective and mystery stories, Heiresses, Newlyweds, Blessing and cursing, Private investigators, Murder, Translations into Russian, English Short stories",,1905,"ger, eng, pol, vie, rus, ita, chi, ara, fre","al-Ajyal, Al-Ajyal, Harpercollins, D, Harper Collins",9780062573353,84,https://openlibrary.org/works/OL472508W,https://covers.openlibrary.org/b/id/12855084-M.jpg,Open Library API
1905,,,The Tale of Mrs. Tiggy-Winkle,"Beatrix Potter, H y Xiao Phd, Sam Thiewes, Anita C. Nelson, Orla Kiely",3.8333333,6.0,,,"Hedgehogs, Fiction, Erizos, Ficción juvenil, Juvenile fiction, Children's fiction, Hedgehogs, fiction, Animals, fiction, Farm life, fiction, Picture books",,1905,"fre, por, wel, eng, spa, und, pol, jpn","Penguin Books, Limited, Publications International, Warne, F. Warne & Co., Puffin Books",9780140365771,66,https://openlibrary.org/works/OL108771W,https://covers.openlibrary.org/b/id/6567894-M.jpg,Open Library API
1906,,,The gift of the Magi,O. Henry,3.7916667,24.0,,,"Christmas spirit, Christmas Giving, Gifts, Christmas, Fiction, Navidad, Juvenile fiction, Christmas stories, Ficción juvenil, Regalos",,1906,"eng, chi, spa","Creative Education, Ideals Children's Books, Simon & Schuster Children's Publishing, Simon & Schuster Books for Young Readers, Taiwan mai ke gu fen you xian gong si",0763635308,27,https://openlibrary.org/works/OL181953W,https://covers.openlibrary.org/b/id/819241-M.jpg,Open Library API
1906,,,In the days of the comet,H. G. Wells,3.3333333,3.0,,,"Classic Literature, Collisions with Earth, Comets, Fiction, Fiction in English, Science fiction, Utopias, Fiction, science fiction, general, Fiction, political, British and irish fiction (fictional works by one author)",,1906,"eng, fre","Brilliance Audio, Century Co., Century, Fontana, Berkley Highland Books",9798517221582,213,https://openlibrary.org/works/OL52252W,https://covers.openlibrary.org/b/id/5783892-M.jpg,Open Library API
1906,,,Before Adam,Jack London,4.0,4.0,,,"Fiction, Prehistoric peoples, Dreams, Evolution, Bibliography, Animals, Classic Literature, Romans, Animaux, Évolution",,1906,"dut, heb, dan, spa, yid, fin, ger, eng, swe","Cloud Cover Classics, Franklin Classics, LibriVox, University of Nebraska Press, Project Gutenberg",1731284926,192,https://openlibrary.org/works/OL74501W,https://covers.openlibrary.org/b/id/8243967-M.jpg,Open Library API
1906,,,The Orange Fairy Book,Andrew Lang,,,,,"Fairy tales, Fantasy fiction, Fiction, short stories (single author), Children's fiction, Fiction, general, Fiction, fantasy, general, Folklore, Juvenile literature",,1906,"arm, jpn, baq, dan, kor, bos, urd, hat, gre, epo, ben, dut, geo, per, ara, glg, cze, cat, fre, afr, bel, gle, ita, heb, kan, hun, hin, chi, eng, hrv, yid, fin, bul","West Margin Press, Xist Publishing, Amereon Ltd, Book Jungle, Random House",197760059X,504,https://openlibrary.org/works/OL1088838W,https://covers.openlibrary.org/b/id/13463493-M.jpg,Open Library API
1906,,,Tale of Mr. Jeremy Fisher,Beatrix Potter,4.142857,7.0,,,"Frogs, Juvenile fiction, Fiction, Frogs in fiction, Children's stories, English, Ficción juvenil, Fishing, Ranas, Fishers, Fishing stories",,1906,"spa, wel, fre, eng, ger","Kurtzman Sales Inc, Ladybird Books Ltd, Jensen, Bantam Books, Grange Books",0140365788,81,https://openlibrary.org/works/OL11553363W,https://covers.openlibrary.org/b/id/7130043-M.jpg,Open Library API
1906,,,Peter Pan in Kensington Gardens,J. M. Barrie,3.3333333,3.0,,,"Fiction, Peter Pan (Fictitious character), Classic Literature, Juvenile Fiction, Children's fiction, Fantasy fiction, Peter pan (fictitious character), fiction, Never-never land (imaginary place), fiction, Fantasy, Libros para niños",,1906,"eng, spa, fre, ita","Wordsworth Editions Ltd, Dover Publications, Incorporated, Classic Books, Hodder and Stoughton, Aberdeen Press",9798636169529,163,https://openlibrary.org/works/OL462123W,https://covers.openlibrary.org/b/id/2977086-M.jpg,Open Library API
1906,,,Sir Nigel,Arthur Conan Doyle,4.0,4.0,,,"Classic Literature, Ficion, Fiction, Great Britain in fiction, History, Hundred Years' War, 1339-1453, Knights and knighthood, Knights and knighthood in fiction, Fiction, historical, Great britain, fiction",,1906,"eng, fre","Wordsworth Classics, Echo Library, John Murray and Jonathan Cape, Dover Publications, Incorporated, Classic Books",9781595402066,99,https://openlibrary.org/works/OL262583W,https://covers.openlibrary.org/b/id/7150792-M.jpg,Open Library API
1906,,,The golden key,George MacDonald,4.0,2.0,,,"Fairy tales, Children's fiction, Comics & graphic novels, general, Fiction, fantasy, general, Boys, fiction, Fantasy fiction, Girls, fiction, Fairies, fiction, Adventure and adventurers, fiction, Adventure stories",,1906,"und, eng","Farrar, Straus and Giroux, Eerdmans Books for Young Readers, Caedmon Audio Cassette, Farrar, Straus and Giroux (BYR), ReadHowYouWant.com, Limited",1595479058,41,https://openlibrary.org/works/OL15415W,https://covers.openlibrary.org/b/id/14364490-M.jpg,Open Library API
1906,,,Arsène Lupin contre Herlock Sholmès,Maurice Leblanc,2.6666667,3.0,,,"Fiction, Burglars, Arsène Lupin (Fictitious character), Translations into English, French Adventure stories, Romance literature, Fiction, general",,1906,"ita, spa, por, ger, eng, fre","Édito-Service, Livre de Poche, Alma Classics, M.A. Donohue & Co., Livre de poche",1537338277,154,https://openlibrary.org/works/OL1064284W,https://covers.openlibrary.org/b/id/5892924-M.jpg,Open Library API
1906,,,The house of souls,Arthur Machen,,,,,"English Horror tales, Supernatural, Fiction, Paranormal fiction, Fiction, fantasy, collections & anthologies, Fiction, horror, Fiction, occult & supernatural, Fiction, short stories (single author)",,1906,"eng, ger","Start Publishing LLC, Liese. Outside The Box, Andreas, Barnes & Noble, Incorporated, Ayer Co Pub, E.G. Richards",9781437842050,86,https://openlibrary.org/works/OL3389025W,https://covers.openlibrary.org/b/id/879261-M.jpg,Open Library API
1907,,,The Iron Heel,Jack London,3.5,20.0,,,"Revolutions, fiction, Oligarchy, fiction, Utopias,  fiction, Revolutionaries, fiction, Dysyopias, fiction, Science Fiction, Socialism,  fiction, Classic Literature, American fiction (fictional works by one author), Fiction, political",,1907,"yid, fre, por, chi, eng, spa, ger, swe, fin","Seltzer Books, Penguin Books, Suom. Sos. Kustannusyhtiön, Trajectory, Incorporated, McKinlay, Stone & Mackenzie",9781365831713,597,https://openlibrary.org/works/OL74502W,https://covers.openlibrary.org/b/id/8243314-M.jpg,Open Library API
1907,,,The Enchanted Castle,Edith Nesbit,4.181818,11.0,,,"Fiction, Fantasy, Magic, Rings, Friendship, History, England, Brothers and sisters, Wishes, Juvenile fiction",,1907,"chi, por, eng, spa","J M Dent & Sons Ltd, ENAS-KNIGA, Penguin Books, Limited, Coward, McCann, Inc., Usborne Publishing Ltd.",9781086932980,478,https://openlibrary.org/works/OL99541W,https://covers.openlibrary.org/b/id/6644514-M.jpg,Open Library API
1907,,,The Secret Agent,Joseph Conrad,4.142857,28.0,,,"Anarchists, fiction, Conspiracies, fiction, Bombings, fiction, Terrorism, fiction, Royal Greenwich Observatory, fiction, Drama, Trading companies, Dutch, Classic Literature, Moles (Spies)",,1907,"ger, eng, spa, ita, ara, fre","Bantam Classics, New American Library, Dar Al-Bihar, Gallimard, Cambridge University Press",9798581444665,335,https://openlibrary.org/works/OL39108W,https://covers.openlibrary.org/b/id/8239401-M.jpg,Open Library API
